"","par1","par2","par3","par4","par5","par6","par7","par8","par9","part10","par11","par12","meanGroup","facesDisplayTime","maskTime","groupChoice","id","trial","faceIdentity","SD","realSD","rating","rt","image","condition","condition1","music.rock","music.pop","live.city","live.town","eat.icecream","eat.hamburger","time.beach","time.pool","pet.cat","pat.dog","X30","threatSimilar","threatDifferent","immoralSimilar","immoralDifferent","selectionPrinciple","selectionNoWhy","selectionYesWhy","groupPrecentEstimate","iden1","iden2","iden3","iden4","iden5","ntb1","ntb2","ntb3","ntb4","ntb5","ntb6","ntb7","ntb8","ntb9","ntb10","enviroDifRace","enviroDifSes","enviroDifPoli","sd1","sd2","sd3","sd4","sd5","sd6","sd7","sd8","sd9","sd10","sd11","bigFiveExtraverted","bigFiveCritical","bigFiveCons","bigFiveNeuro","bigFiveOpen","bigFiveReserved","bigFiveWarm","bigFiveCareless","bigFiveCalm","bigFiceConventional","poli","age","sex","citizen","citizenText","liveUS","yearsUS","partUS","partUSText","black","latin","white","asian","other","edu","income","identscale","condition_bi","condition_biEffect"
"52",120,124,114,112,128,116,136,132,134,108,130,110,122,1.99934,0.000689948,1,11,12,4,1,9.9453,132,1.85031,33,"low","low",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"53",125,102,103,112,101,118,126,101,106,101,104,121,110,1.99702,0.000533997,1,11,23,2,1,9.89949,110,1.06992,3,"same","same",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Same Mean",-1
"54",119,129,127,123,131,115,107,111,135,113,109,133,121,1.99172,0.000535137,1,11,34,4,1,9.9453,111,0.825213,30,"high","high",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"55",125,139,119,129,141,137,117,121,145,143,123,133,131,1.99806,0.000480397,1,11,45,1,1,9.9453,121,2.62011,15,"high","high",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"56",112,130,116,122,118,136,138,134,110,132,114,126,124,1.98931,0.000517746,0,11,47,2,1,9.9453,124,2.0457,8,"same","same",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Same Mean",-1
"57",123,119,129,107,109,127,113,115,131,111,133,135,121,1.99137,0.000588166,0,11,48,2,1,9.9453,111,0.509694,28,"high","high",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"58",133,115,117,113,125,121,119,135,137,141,129,139,127,1.99566,0.000381752,1,11,49,2,1,9.9453,117,1.97253,44,"high","high",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"59",141,137,115,143,127,121,135,123,119,131,117,139,129,1.98658,0.000434496,1,11,50,4,1,9.9453,129,1.14792,21,"same","same",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Same Mean",-1
"60",127,133,126,147,134,149,147,124,149,138,144,150,139,1.98657,0.000415964,0,11,2,2,1,9.88111,129,1.4147,9,"high","high",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"61",148,125,150,128,145,127,150,135,150,134,148,139,139.917,1.99337,0.000610974,1,11,3,3,1,9.78364,140,1.57473,24,"same","same",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Same Mean",-1
"62",136,132,142,138,124,120,144,140,116,118,128,122,130,1.98698,0.000599285,0,11,4,1,1,9.9453,140,1.46463,10,"low","low",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"63",127,150,150,134,125,139,150,145,148,135,148,128,139.917,1.99043,0.000218388,0,11,5,3,1,9.78364,130,2.41128,41,"high","high",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"64",107,121,106,128,105,104,104,129,104,109,115,124,113,1.99206,0.000396007,1,11,6,2,1,9.89949,123,0.909251,46,"low","low",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"65",125,105,121,127,109,101,129,103,123,113,117,107,115,1.99674,0.000536563,1,11,7,1,1,9.9453,125,1.52135,17,"low","low",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"66",128,140,118,136,114,134,138,116,120,124,132,112,126,1.9852,0.00062637,0,11,8,3,1,9.9453,116,3.5502,20,"high","high",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"67",142,140,138,136,128,144,120,116,122,118,132,124,130,1.99194,0.000206984,1,11,9,1,1,9.9453,140,2.15961,34,"low","low",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"68",136,138,124,132,142,144,122,120,128,118,140,116,130,1.9869,0.000310761,1,11,10,3,1,9.9453,140,1.58125,18,"low","low",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"69",150,135,134,125,150,148,150,139,148,127,128,145,139.917,1.98421,0.000569919,0,11,11,4,1,9.78364,140,2.33409,47,"same","same",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Same Mean",-1
"70",150,134,150,127,150,148,128,135,148,125,145,139,139.917,1.98408,0.000456164,0,11,13,2,1,9.78364,140,1.45056,40,"same","same",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Same Mean",-1
"71",128,138,120,116,144,132,140,142,136,124,122,118,130,1.99961,0.00026543,0,11,14,3,1,9.9453,140,2.60207,31,"low","low",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"72",121,129,137,123,149,145,127,147,133,141,125,143,135,1.9986,0.000465287,0,11,15,4,1,9.9453,135,1.23603,38,"same","same",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Same Mean",-1
"73",130,118,110,134,126,116,138,114,112,122,136,132,124,1.9988,0.000391731,1,11,16,2,1,9.9453,134,1.40254,42,"low","low",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"74",101,101,102,125,106,121,126,118,101,104,103,112,110,1.9916,0.000408266,1,11,17,1,1,9.89949,110,0.476068,22,"same","same",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Same Mean",-1
"75",101,104,112,125,126,101,106,102,101,121,103,118,110,1.99245,0.000233499,1,11,18,1,1,9.89949,110,3.8765,11,"same","same",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Same Mean",-1
"76",112,128,138,140,118,136,116,132,124,114,120,134,126,1.99425,0.000545401,0,11,19,4,1,9.9453,116,1.49037,13,"high","high",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"77",135,117,113,111,133,129,109,121,131,125,115,137,123,1.99478,0.000341553,0,11,20,2,1,9.9453,113,0.873121,4,"high","high",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"78",105,104,113,102,126,102,127,122,102,103,107,119,111,1.99415,0.000313613,1,11,21,1,1,9.89949,121,0.990407,49,"low","low",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"79",122,102,113,119,127,102,104,105,103,107,126,102,111,1.98513,0.000317319,0,11,22,2,1,9.89949,111,0.499136,14,"same","same",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Same Mean",-1
"80",130,112,118,128,134,110,132,114,126,108,122,106,120,1.99364,0.000481253,1,11,24,1,1,9.9453,110,0.573942,36,"high","high",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"81",132,112,116,124,126,128,120,104,108,106,110,130,118,1.98894,0.000473555,0,11,25,3,1,9.9453,128,0.962152,45,"low","low",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"82",135,128,148,134,145,150,150,125,150,127,139,148,139.917,1.99109,0.000291089,1,11,26,1,1,9.78364,130,2.44403,27,"high","high",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"83",115,111,123,135,139,113,119,133,131,127,137,117,125,1.98782,0.000403705,0,11,27,1,1,9.9453,115,1.86364,32,"high","high",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"84",121,117,113,109,115,129,111,131,135,137,125,133,123,1.9939,0.000285958,1,11,28,4,1,9.9453,113,3.37467,50,"high","high",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"85",141,133,117,115,135,137,119,113,121,125,129,139,127,1.98882,0.000318174,0,11,29,1,1,9.9453,127,2.61276,26,"same","same",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Same Mean",-1
"86",136,134,110,112,132,118,126,116,130,122,114,138,124,1.9865,0.000289949,1,11,30,3,1,9.9453,114,2.34834,6,"high","high",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"87",148,135,145,128,139,150,148,150,127,125,134,150,139.917,1.9909,0.000281681,1,11,31,2,1,9.78364,140,1.11026,37,"same","same",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Same Mean",-1
"88",148,134,148,139,125,127,145,135,150,150,150,128,139.917,1.99963,0.000206984,1,11,32,2,1,9.78364,140,0.951321,7,"same","same",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Same Mean",-1
"89",121,112,106,101,125,101,101,104,126,103,118,102,110,1.98837,0.00034754,1,11,33,2,1,9.89949,120,1.76301,16,"low","low",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"90",110,120,124,128,112,104,116,106,126,132,130,108,118,1.9951,0.000249465,0,11,35,1,1,9.9453,128,0.92276,12,"low","low",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"91",130,122,142,118,138,134,126,120,136,140,116,114,128,2.00064,0.000260869,0,11,36,1,1,9.9453,138,1.06724,23,"low","low",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"92",122,114,128,130,134,112,132,108,118,126,110,106,120,1.99053,0.000199287,1,11,37,3,1,9.9453,110,1.09401,29,"high","high",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"93",109,129,123,117,121,125,105,103,107,127,113,101,115,1.98751,0.000323876,1,11,38,1,1,9.9453,125,2.79766,25,"low","low",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"94",139,141,133,117,129,125,123,121,145,137,119,143,131,1.99064,0.000530575,0,11,39,2,1,9.9453,121,1.34405,39,"high","high",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"95",128,124,118,116,136,114,120,140,112,132,138,134,126,1.99742,0.000212116,1,11,40,1,1,9.9453,136,1.75401,48,"low","low",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"96",141,139,137,129,119,125,121,135,117,115,133,113,127,1.99916,0.000276264,1,11,41,2,1,9.9453,137,1.00214,1,"low","low",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"97",128,148,139,145,148,150,150,134,135,125,127,150,139.917,1.99952,0.00025203,1,11,42,3,1,9.78364,140,1.31845,2,"same","same",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Same Mean",-1
"98",123,131,135,127,119,137,141,139,121,115,143,117,129,1.99612,0.00061183,1,11,43,3,1,9.9453,139,1.83868,19,"low","low",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
"99",114,132,106,128,118,110,126,134,130,108,112,122,120,1.98442,0.000393441,1,11,44,2,1,9.9453,110,1.71708,43,"high","high",NA,1,1,NA,1,NA,1,NA,NA,1,NA,19,14,18,15,2,NA,"I eliminated those immediately if they were very different than mine; i wish other Americans feel the same way I do about certain things",75,18,18,18,18,18,4,5,2,4,5,4,2,4,3,3,31,49,56,2,2,1,1,1,2,1,2,1,2,2,6,1,5,2,6,2,5,2,6,5,5,19,"female",1,NA,1,"19",2,NA,0,0,1,0,0,2,6,5,"Different Mean",1
